mouse_life_stage,Early adult
pvalue,0.6299714
gene_symbol,Trpa1
parameter_id,IMPC_ABR_004_001
parameter_name,6kHz-evoked ABR Threshold
gene_accession_id,MGI:3522699
analysis_id,5o40457sv83601u
mouse_strain,C57BL
