pvalue,0.4168001
parameter_name,Sacral processes
parameter_id,IMPC_XRY_066_001
gene_symbol,Toporsl
analysis_id,453m31bc4i3o8k2
mouse_strain,C57BL
gene_accession_id,MGI:1915524
mouse_life_stage,Early adult
