gene_symbol,Etfdh
parameter_id,IMPC_DXA_010_001
mouse_life_stage,Early adult
gene_accession_id,MGI:106100
parameter_name,Bone Area
mouse_strain,C57BL
pvalue,0.2905936
analysis_id,0v5128bf0b1735r
