parameter_id,IMPC_GRS_010_001
analysis_id,3u825d6ur2y4x34
gene_accession_id,MGI:2140475
mouse_life_stage,Late adult
mouse_strain,C57BL
gene_symbol,AU040320
parameter_name,Forelimb grip strength normalised against body weight
pvalue,0.8131755
