gene_symbol,Snap23
pvalue,0.7972923
parameter_name,Retina (combined)
mouse_strain,C58BL
parameter_id,IMPC_EYE_092_002
mouse_life_stage,Late adult
analysis_id,3ow482z7xi85147
gene_accession_id,MGI:109356
