pvalue,0.7350592
gene_symbol,Arpc2
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
analysis_id,bt7z1y5m7ib508x
mouse_strain,C57BL
gene_accession_id,MGI:1923959
parameter_id,MGP_CSD_015_001
