parameter_id,IMPC_IMM_071_001
analysis_id,n844fzia4h950cb
pvalue,0.7357731
gene_accession_id,MGI:1913105
mouse_life_stage,Early adult
parameter_name,MZB (CD21/35 high)
gene_symbol,Slc28a2
mouse_strain,C57BL
