mouse_strain,C57BL
gene_symbol,AU040320
parameter_name,BMC/Body weight
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2140475
analysis_id,k05dcoux03aan50
pvalue,0.7360895
parameter_id,HRWLLA_DXA_007_001
