parameter_name,Lean/Body weight
mouse_strain,C57BL
gene_symbol,Morn5
analysis_id,94f027k9fb4ds8a
parameter_id,IMPC_DXA_008_001
pvalue,0.8418166
gene_accession_id,MGI:1922745
mouse_life_stage,Early adult
