parameter_id,JAX_OFD_012_001
gene_symbol,Gpbp1l1
parameter_name,Periphery permanence time
analysis_id,w79vfb2pew8nagb
pvalue,0.5335113
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924360
