gene_symbol,Cdin1
mouse_strain,C57BL
analysis_id,c26y4xqye64d173
parameter_name,Chloride
gene_accession_id,MGI:3026886
pvalue,0.5636779
parameter_id,HMGULA_CBC_003_001
mouse_life_stage,E9.5
