parameter_id,MGP_IMM_026_001
pvalue,0.9701171
analysis_id,0n7q76r34p7wbe5
mouse_strain,C57BL
gene_symbol,Kdm4c
mouse_life_stage,Early adult
parameter_name,Effector CD4- NKT cells - % of CD4- NKT cells
gene_accession_id,MGI:1924054
