gene_symbol,Mms22l
mouse_life_stage,Early adult
parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
analysis_id,80575063omd0cu5
pvalue,0.4389854
gene_accession_id,MGI:2684980
mouse_strain,C57BL
