mouse_life_stage,Late adult
parameter_name,Eye
mouse_strain,C57BL
analysis_id,70sp7p8uszz9396
pvalue,0.9009761
gene_accession_id,MGI:1336200
gene_symbol,Hpca
parameter_id,M-G-P_014_001_001
