gene_symbol,Abo
mouse_strain,C57BL
pvalue,0.168517
parameter_id,M-G-P_026_001_004
gene_accession_id,MGI:2135738
parameter_name,Coat colouration
mouse_life_stage,Early adult
analysis_id,4e8s19z28v9261e
