mouse_strain,C57BL
gene_accession_id,MGI:1916846
pvalue,0.3979611
parameter_id,MGP_MLN_064_001
mouse_life_stage,Early adult
gene_symbol,Ap5s1
analysis_id,4a4s59idco84d92
parameter_name,Total CD4+ T cells - % of CD45+
