parameter_id,HMGULA_CBC_005_001
analysis_id,8q3r407dd1jo176
gene_accession_id,MGI:1921802
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Creatinine
gene_symbol,Nipal3
pvalue,0.2626716
