gene_symbol,Hnf4a
mouse_strain,C57BL
parameter_name,cDCs CD11b Type
gene_accession_id,MGI:109128
mouse_life_stage,Late adult
parameter_id,IMPC_IMM_073_001
analysis_id,029ud85cbi8b10y
pvalue,0.6076739
