gene_symbol,Dnajc8
gene_accession_id,MGI:1915848
parameter_id,IMPC_CSD_011_001
mouse_life_stage,Early adult
analysis_id,43sol7kf232oh28
pvalue,0.3979787
mouse_strain,C57BL
parameter_name,Coat - hair distribution - back
