pvalue,0.5764881
parameter_id,ESLIM_011_001_009
mouse_strain,C57BL
analysis_id,6529g51n4b2oxro
parameter_name,PP3 + pulse startle magnitude
gene_symbol,Mecom
gene_accession_id,MGI:95457
mouse_life_stage,E12.5
