gene_symbol,Bcs1l
mouse_life_stage,E12.5
parameter_id,M-G-P_006_001_026
pvalue,0.5282629
analysis_id,8rs0p02v6215kyo
parameter_name,Fusion of vertebrae
mouse_strain,C57BL
gene_accession_id,MGI:1914071
