parameter_id,MGP_CSD_066_001
analysis_id,75b27209r5yz06t
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_name,Snout morphology
pvalue,0.6293154
