gene_symbol,Tatdn3
mouse_life_stage,Early adult
gene_accession_id,MGI:1916222
parameter_id,JAX_OFD_015_001
parameter_name,Center resting time
pvalue,0.1297658
mouse_strain,C57BL
analysis_id,3imv755vg29i6jn
