gene_symbol,Lpgat1
mouse_life_stage,Early adult
pvalue,0.759788
analysis_id,1yi4yj3o66t1v4r
mouse_strain,C57BL
parameter_id,MGP_IMM_048_001
gene_accession_id,MGI:2446186
parameter_name,Follicular B cells - % of B2 cells
