gene_symbol,Bcs1l
parameter_id,HRWLLA_CSD_008_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1914071
pvalue,0.4326434
analysis_id,93np2ko0c2ixh49
parameter_name,Coat - color pattern - back
mouse_strain,C57BL
