parameter_id,IMPC_OFD_012_001
parameter_name,Periphery permanence time
analysis_id,4h0473c71528o64
pvalue,0.221869
mouse_life_stage,Early adult
gene_symbol,Lpgat1
mouse_strain,C57BL
gene_accession_id,MGI:2446186
