parameter_name,Startle response
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
pvalue,0.6830348
parameter_id,MGP_CSD_008_001
gene_symbol,Ddx27
mouse_strain,C57BL
analysis_id,9mhk3s130042yg5
