parameter_id,JAX_OFD_022_001
gene_symbol,Lpgat1
analysis_id,507g285990h8k4j
mouse_life_stage,Middle aged adult
pvalue,0.09449369
mouse_strain,C57BL
parameter_name,Percentage center time
gene_accession_id,MGI:2446186
