gene_symbol,Sass6
pvalue,0.8541028
gene_accession_id,MGI:1920026
parameter_name,Calcium
parameter_id,HMGULA_CBC_009_001
analysis_id,hf2w8ool6a0q7x6
mouse_strain,C57BL
mouse_life_stage,E9.5
