gene_symbol,CDIN1
gene_accession_id,MGI:3026886
mouse_strain,C57BL
mouse_life_stage,E9.5
pvalue,0.6385599
parameter_id,ESLIM_011_001_702
analysis_id,0xvxl900u32663s
parameter_name,Prepulse inhibition - PP2
