mouse_life_stage,E9.5
pvalue,0.6305053
gene_accession_id,MGI:3026886
gene_symbol,Cdin1
mouse_strain,C57BL
parameter_name,Resting CD8+ T cells - % of CD45+
analysis_id,817nv192360t006
parameter_id,MGP_MLN_075_001
