parameter_id,JAXLA_CSD_022_001
gene_accession_id,MGI:96757
gene_symbol,Lcn2
analysis_id,av3wc1358gv2216
mouse_life_stage,Early adult
pvalue,0.710435
parameter_name,Hindlimbs - size
mouse_strain,C57BL
