gene_symbol,Bmi1
analysis_id,m18239v5337e05r
mouse_strain,C57BL
pvalue,0.06525875
parameter_name,Head coat/hair presence
gene_accession_id,MGI:88174
parameter_id,MGP_CSD_015_001
mouse_life_stage,E15.5
