mouse_strain,C57BL
analysis_id,8sbjr3p4tl5583r
mouse_life_stage,Early adult
parameter_id,TCPLA_XRY_033_001
gene_symbol,Traf6
pvalue,0.7260752
gene_accession_id,MGI:108072
parameter_name,Tibia length
