gene_symbol,Ubxn4
parameter_id,M-G-P_016_001_001
parameter_name,White blood cell-count
analysis_id,848j26lbm91m4ot
gene_accession_id,MGI:1915062
pvalue,0.7286286
mouse_life_stage,Late adult
mouse_strain,C57BL
