gene_symbol,Hnf4a
pvalue,0.5173434
mouse_life_stage,Middle aged adult
analysis_id,2i852q22snl807t
parameter_id,IMPC_GEL_057_001
gene_accession_id,MGI:109128
mouse_strain,C57BL
parameter_name,Heart looping
