gene_symbol,OLA1
mouse_strain,C57BL
pvalue,0.8985435
gene_accession_id,MGI:1914309
parameter_id,IMPC_ECG_004_001
analysis_id,3r76350068qkh36
mouse_life_stage,E18.5
parameter_name,RR
