gene_symbol,Rab17
parameter_name,CD11b-high cDC - % of cDC
pvalue,0.6547702
mouse_life_stage,Early adult
parameter_id,MGP_IMM_066_001
gene_accession_id,MGI:104640
mouse_strain,C57BL
analysis_id,961w2ms1taqhb35
