gene_symbol,Hpca
mouse_life_stage,Early adult
parameter_id,TCPLA_CSD_030_001
gene_accession_id,MGI:1336200
parameter_name,Tremor
pvalue,0.5691907
analysis_id,429126489goobkq
mouse_strain,C57BL
