parameter_id,JAX_OFD_017_001
gene_accession_id,MGI:1917604
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.08777225
analysis_id,a0t5048cl21ff2j
parameter_name,Center average speed
gene_symbol,Secisbp2l
