gene_symbol,Snap23
gene_accession_id,MGI:109356
analysis_id,h58oyp1d0ve5nm5
mouse_strain,C57BL
parameter_name,Lean mass
parameter_id,JAXLA_DXA_003_001
pvalue,0.4498381
mouse_life_stage,Late adult
