mouse_strain,129SV
analysis_id,6hco9g961klcq14
mouse_life_stage,Early adult
parameter_id,HMGULA_CBC_016_001
gene_symbol,Cds2
parameter_name,HDL-cholesterol
pvalue,0.7666007
gene_accession_id,MGI:1332236
