gene_symbol,Nanp
parameter_id,ESLIM_005_001_005
mouse_strain,C57BL
gene_accession_id,MGI:1914561
pvalue,0.822862
analysis_id,4ai410fzvs82066
parameter_name,Bone Mineral Content
mouse_life_stage,Early adult
