parameter_id,ESLIM_011_001_002
parameter_name,PP1 startle magnitude
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
gene_symbol,Tnfsf10
pvalue,0.09824137
analysis_id,8e47x5olt833010
