parameter_id,MGP_PBI_030_001
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
pvalue,0.9533489
analysis_id,ot08p9542t95667
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
gene_symbol,Rab17
mouse_strain,C57BL
