parameter_id,IMPC_IMM_034_001
gene_symbol,Mov10
analysis_id,0b2r34swrp1mo69
pvalue,0.712811
parameter_name,CD8 CD44-CD62L+ T cells
mouse_strain,C57BL
gene_accession_id,MGI:97054
mouse_life_stage,Early adult
