gene_symbol,Bcs1l
pvalue,0.6419738
gene_accession_id,MGI:1914071
parameter_name,Resting CD4+ T helper cells - % of CD45+
parameter_id,MGP_IMM_074_001
analysis_id,757yu489620e9co
mouse_strain,C57BL
mouse_life_stage,E9.5
