parameter_id,JAXLA_DXA_007_001
pvalue,0.1259073
mouse_life_stage,Early adult
analysis_id,8i741776689b6dc
parameter_name,BMC/Body weight
gene_accession_id,MGI:104640
mouse_strain,C57BL
gene_symbol,Rab17
