parameter_id,JAX_SLW_013_001
gene_symbol,Pum1
pvalue,0.3947709
mouse_life_stage,Early adult
gene_accession_id,MGI:1931749
mouse_strain,C57BL
parameter_name,Breath rate during sleep mean
analysis_id,i279066h70z5k4k
