gene_symbol,Mecom
parameter_name,Limb coat/hair presence
gene_accession_id,MGI:95457
pvalue,0.5298771
mouse_life_stage,E15.5
analysis_id,vxui4upl1r0fj1l
parameter_id,MGP_CSD_030_001
mouse_strain,C57BL
