parameter_id,IMPC_CSD_033_001
mouse_strain,C57BL
gene_symbol,Lpgat1
parameter_name,Gait
analysis_id,y63638620773960
gene_accession_id,MGI:2446186
mouse_life_stage,Early adult
pvalue,0.4394692
