mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
analysis_id,t0l23x43ji9uavq
parameter_name,BMC/Body weight
pvalue,0.6620054
mouse_strain,C57BL
gene_symbol,Slc30a4
parameter_id,IMPC_DXA_007_001
