gene_symbol,Jun
parameter_id,MGP_IMM_066_001
pvalue,0.4342091
mouse_life_stage,E9.5
gene_accession_id,MGI:96646
analysis_id,gs6ts5v729f45bn
mouse_strain,C57BL
parameter_name,CD11b-high cDC - % of cDC
