gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
analysis_id,12w8q2x4b0g9x46
mouse_life_stage,Late adult
parameter_name,Mean platelet volume
mouse_strain,C57BL
pvalue,0.3218026
parameter_id,IMPC_HEM_019_001
