gene_symbol,Ddx27
gene_accession_id,MGI:2385884
pvalue,0.6686055
parameter_name,Periphery permanence time
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,g0rhadtnt8rvm6u
parameter_id,JAX_OFD_012_001
