parameter_id,IMPC_ECH_008_001
parameter_name,LVIDd
gene_accession_id,MGI:88174
analysis_id,q0p1t1684789glv
mouse_life_stage,Early adult
pvalue,0.2583283
gene_symbol,Bmi1
mouse_strain,C57BL
