mouse_life_stage,E9.5
pvalue,0.6947531
parameter_id,IMPC_XRY_066_001
gene_symbol,Bcs1l
mouse_strain,C57BL
analysis_id,wku1r7826d53973
gene_accession_id,MGI:1914071
parameter_name,Sacral processes
