gene_symbol,Tnfsf10
parameter_name,Response amplitude - S
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_ACS_006_001
pvalue,0.732565
analysis_id,3493d9e7wno2daw
gene_accession_id,MGI:107414
