gene_symbol,Hnf4a
mouse_life_stage,Late adult
parameter_name,DN CD44+CD62L- NKT cells
gene_accession_id,MGI:109128
pvalue,0.07091794
mouse_strain,C57BL
parameter_id,IMPC_IMM_046_001
analysis_id,f3ks102cki8m9u4
