gene_symbol,Orc2
parameter_name,HRV
mouse_strain,C57BL
pvalue,0.1065997
parameter_id,IMPC_ECG_010_001
analysis_id,52583tkcw241s44
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
