mouse_life_stage,Middle aged adult
parameter_name,Mean cell volume
gene_accession_id,MGI:109356
parameter_id,ESLIM_016_001_005
mouse_strain,C57BL
pvalue,0.3282152
analysis_id,4gwkh5e2os8m268
gene_symbol,Snap23
