parameter_id,IMPC_ECG_008_001
mouse_life_stage,Early adult
analysis_id,pzp7585i1l9tibh
pvalue,0.5349081
mouse_strain,C57BL
gene_symbol,Lpgat1
parameter_name,ST
gene_accession_id,MGI:2446186
