pvalue,0.3815012
analysis_id,rfs6351nvrz2n49
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_028_001
gene_symbol,Dhdds
parameter_name,Forebrain
gene_accession_id,MGI:1914672
mouse_strain,C57BL
