gene_symbol,Mecom
pvalue,0.551035
parameter_name,PP1 + pulse startle magnitude
mouse_life_stage,E12.5
analysis_id,78xw7129p89x4n6
gene_accession_id,MGI:95457
parameter_id,ESLIM_011_001_007
mouse_strain,C57BL
